Param: rdm.Lap.kernel                                     | Grad Mean: 0.002697603311390 | Grad Std: 0.004479050170630
Param: encoder2.2.mamba.0.proj.0.weight                   | Grad Mean: 0.000000000042853 | Grad Std: 0.000003532831442
Param: encoder2.2.mamba.0.proj.0.bias                     | Grad Mean: 0.000000000001039 | Grad Std: 0.000000000051180
Param: encoder2.2.mamba.0.proj.1.weight                   | Grad Mean: 0.000000404998985 | Grad Std: 0.000004333002380
Param: encoder2.2.mamba.0.proj.1.bias                     | Grad Mean: 0.000000144019324 | Grad Std: 0.000003523062787
Param: encoder2.2.mamba.1.norm.weight                     | Grad Mean: 0.000000592034098 | Grad Std: 0.000044928823627
Param: encoder2.2.mamba.1.norm.bias                       | Grad Mean: 0.000000377992876 | Grad Std: 0.000007914878552
Param: encoder2.2.mamba.1.mamba.A_log                     | Grad Mean: 0.000000000000097 | Grad Std: 0.000000000015277
Param: encoder2.2.mamba.1.mamba.D                         | Grad Mean: -0.000000022639920 | Grad Std: 0.000000887299962
Param: encoder2.2.mamba.1.mamba.in_proj.weight            | Grad Mean: -0.000000005319643 | Grad Std: 0.000001289387683
Param: encoder2.2.mamba.1.mamba.conv1d.weight             | Grad Mean: -0.000000254586752 | Grad Std: 0.000020926754587
Param: encoder2.2.mamba.1.mamba.conv1d.bias               | Grad Mean: 0.000000146498593 | Grad Std: 0.000005741548193
Param: encoder2.2.mamba.1.mamba.x_proj.weight             | Grad Mean: 0.000000000085193 | Grad Std: 0.000000021116673
Param: encoder2.2.mamba.1.mamba.dt_proj.weight            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.2.mamba.1.mamba.dt_proj.bias              | Grad Mean: -0.000000000001070 | Grad Std: 0.000000000041955
Param: encoder2.2.mamba.1.mamba.out_proj.weight           | Grad Mean: 0.000000000083797 | Grad Std: 0.000000091708557
Param: encoder2.2.mamba.1.proj.0.weight                   | Grad Mean: 0.000000012798814 | Grad Std: 0.000003828317858
Param: encoder2.2.mamba.1.proj.0.bias                     | Grad Mean: 0.000000000001910 | Grad Std: 0.000000000052992
Param: encoder2.2.mamba.1.proj.1.weight                   | Grad Mean: -0.000000049460326 | Grad Std: 0.000005076174148
Param: encoder2.2.mamba.1.proj.1.bias                     | Grad Mean: -0.000000021405143 | Grad Std: 0.000004084984539
Param: encoder2.2.mamba.2.norm.weight                     | Grad Mean: 0.000000375129900 | Grad Std: 0.000040105383960
Param: encoder2.2.mamba.2.norm.bias                       | Grad Mean: 0.000000317408450 | Grad Std: 0.000009579459402
Param: encoder2.2.mamba.2.mamba.A_log                     | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.2.mamba.2.mamba.D                         | Grad Mean: 0.000000008876883 | Grad Std: 0.000000347901306
Param: encoder2.2.mamba.2.mamba.in_proj.weight            | Grad Mean: 0.000000004019528 | Grad Std: 0.000000895853304
Param: encoder2.2.mamba.2.mamba.conv1d.weight             | Grad Mean: 0.000000264830703 | Grad Std: 0.000016859086827
Param: encoder2.2.mamba.2.mamba.conv1d.bias               | Grad Mean: 0.000000113005555 | Grad Std: 0.000004428894499
Param: encoder2.2.mamba.2.mamba.x_proj.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.2.mamba.2.mamba.dt_proj.weight            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.2.mamba.2.mamba.dt_proj.bias              | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.2.mamba.2.mamba.out_proj.weight           | Grad Mean: 0.000000000108530 | Grad Std: 0.000000085501398
Param: encoder2.2.mamba.2.proj.0.weight                   | Grad Mean: -0.000000020989409 | Grad Std: 0.000006490750366
Param: encoder2.2.mamba.2.proj.0.bias                     | Grad Mean: 0.000000000000338 | Grad Std: 0.000000000086693
Param: encoder2.2.mamba.2.proj.1.weight                   | Grad Mean: 0.000000257806960 | Grad Std: 0.000006391579518
Param: encoder2.2.mamba.2.proj.1.bias                     | Grad Mean: -0.000000021576209 | Grad Std: 0.000005390590104
Param: encoder2.2.norm_act2.0.weight                      | Grad Mean: 0.000006755396953 | Grad Std: 0.000260187109234
Param: encoder2.2.norm_act2.0.bias                        | Grad Mean: 0.000000257585043 | Grad Std: 0.000040960960177
Param: encoder2.3.norm_act1.0.weight                      | Grad Mean: 0.000002323667104 | Grad Std: 0.000224590621656
Param: encoder2.3.norm_act1.0.bias                        | Grad Mean: 0.000001036520189 | Grad Std: 0.000049220918299
Param: encoder2.3.swin.0.Swin.norm1.weight                | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.norm1.bias                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.attn.relative_position_bias_table | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.attn.qkv.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.attn.qkv.bias               | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.attn.proj.weight            | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.attn.proj.bias              | Grad Mean: 0.000000103835077 | Grad Std: 0.000003844229013
Param: encoder2.3.swin.0.Swin.norm2.weight                | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.norm2.bias                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.mlp.fc1.weight              | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.mlp.fc1.bias                | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.mlp.fc2.weight              | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.0.Swin.mlp.fc2.bias                | Grad Mean: 0.000000103835077 | Grad Std: 0.000003844229013
Param: encoder2.3.swin.0.norm.weight                      | Grad Mean: 0.000002020060492 | Grad Std: 0.000030741655792
Param: encoder2.3.swin.0.norm.bias                        | Grad Mean: 0.000000207670126 | Grad Std: 0.000007688457117
Param: encoder2.3.swin.1.Swin.norm1.weight                | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.norm1.bias                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.attn.relative_position_bias_table | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.attn.qkv.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.attn.qkv.bias               | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.attn.proj.weight            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.attn.proj.bias              | Grad Mean: 0.000000216475684 | Grad Std: 0.000002579335160
Param: encoder2.3.swin.1.Swin.norm2.weight                | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.norm2.bias                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.mlp.fc1.weight              | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.mlp.fc1.bias                | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.mlp.fc2.weight              | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.swin.1.Swin.mlp.fc2.bias                | Grad Mean: 0.000000216475655 | Grad Std: 0.000002579334932
Param: encoder2.3.swin.1.norm.weight                      | Grad Mean: 0.000003988198841 | Grad Std: 0.000031770250644
Param: encoder2.3.swin.1.norm.bias                        | Grad Mean: 0.000000432951254 | Grad Std: 0.000005158669865
Param: encoder2.3.mamba.0.norm.weight                     | Grad Mean: 0.000000306557126 | Grad Std: 0.000069374909799
Param: encoder2.3.mamba.0.norm.bias                       | Grad Mean: 0.000000010872702 | Grad Std: 0.000005428792065
Param: encoder2.3.mamba.0.mamba.A_log                     | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.D                         | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.in_proj.weight            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.conv1d.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.conv1d.bias               | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.x_proj.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.dt_proj.weight            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.dt_proj.bias              | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.mamba.out_proj.weight           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.proj.0.weight                   | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.proj.0.bias                     | Grad Mean: -0.000000000002956 | Grad Std: 0.000000000137989
Param: encoder2.3.mamba.0.proj.1.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.0.proj.1.bias                     | Grad Mean: 0.000000006348198 | Grad Std: 0.000002731794211
Param: encoder2.3.mamba.1.norm.weight                     | Grad Mean: 0.000003641314834 | Grad Std: 0.000044970729505
Param: encoder2.3.mamba.1.norm.bias                       | Grad Mean: 0.000001787661631 | Grad Std: 0.000003415921128
Param: encoder2.3.mamba.1.mamba.A_log                     | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.1.mamba.D                         | Grad Mean: 0.000000408537915 | Grad Std: 0.000016011350453
Param: encoder2.3.mamba.1.mamba.in_proj.weight            | Grad Mean: 0.000000046264450 | Grad Std: 0.000007578390068
Param: encoder2.3.mamba.1.mamba.conv1d.weight             | Grad Mean: 0.000002130831945 | Grad Std: 0.000092818809208
Param: encoder2.3.mamba.1.mamba.conv1d.bias               | Grad Mean: 0.000000707569370 | Grad Std: 0.000027730940928
Param: encoder2.3.mamba.1.mamba.x_proj.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.1.mamba.dt_proj.weight            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.1.mamba.dt_proj.bias              | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.1.mamba.out_proj.weight           | Grad Mean: -0.000000001049407 | Grad Std: 0.000001318461727
Param: encoder2.3.mamba.1.proj.0.weight                   | Grad Mean: -0.000000041149381 | Grad Std: 0.000003904728601
Param: encoder2.3.mamba.1.proj.0.bias                     | Grad Mean: 0.000000000007174 | Grad Std: 0.000000000122495
Param: encoder2.3.mamba.1.proj.1.weight                   | Grad Mean: 0.000001999086635 | Grad Std: 0.000006066523383
Param: encoder2.3.mamba.1.proj.1.bias                     | Grad Mean: 0.000000402034289 | Grad Std: 0.000002323417903
Param: encoder2.3.mamba.2.norm.weight                     | Grad Mean: 0.000010008510799 | Grad Std: 0.000045494536607
Param: encoder2.3.mamba.2.norm.bias                       | Grad Mean: 0.000000055193873 | Grad Std: 0.000001433139573
Param: encoder2.3.mamba.2.mamba.A_log                     | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.D                         | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.in_proj.weight            | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.conv1d.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.conv1d.bias               | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.x_proj.weight             | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.dt_proj.weight            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.dt_proj.bias              | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.mamba.out_proj.weight           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.proj.0.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.proj.0.bias                     | Grad Mean: 0.000000000018021 | Grad Std: 0.000000000192751
Param: encoder2.3.mamba.2.proj.1.weight                   | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: encoder2.3.mamba.2.proj.1.bias                     | Grad Mean: 0.000000027713048 | Grad Std: 0.000000720312528
Param: encoder2.3.norm_act2.0.weight                      | Grad Mean: 0.000018024336896 | Grad Std: 0.000264774862444
Param: encoder2.3.norm_act2.0.bias                        | Grad Mean: 0.000001606005526 | Grad Std: 0.000023517684895
Param: c0_adapter.weight                                  | Grad Mean: -0.000004718029231 | Grad Std: 0.000097806871054
Param: c0_adapter.bias                                    | Grad Mean: -0.000000205040095 | Grad Std: 0.000004588659067
Param: c1_adapter.weight                                  | Grad Mean: 0.000000553247332 | Grad Std: 0.000341568986187
Param: c1_adapter.bias                                    | Grad Mean: -0.000000120247719 | Grad Std: 0.000001368131734
Param: c2_adapter.weight                                  | Grad Mean: -0.000002769244475 | Grad Std: 0.000128757223138
Param: c2_adapter.bias                                    | Grad Mean: -0.000000008757105 | Grad Std: 0.000000357458987
Param: subnet0.alpha0                                     | Grad Mean: -0.001131526427343 | Grad Std: 0.001971615711227
Param: subnet0.alpha1                                     | Grad Mean: -0.000024890799978 | Grad Std: 0.000432842556620
Param: subnet0.alpha2                                     | Grad Mean: -0.000020011313609 | Grad Std: 0.000097946103779
Param: subnet0.fuse0.1.weight                             | Grad Mean: 0.000002339518687 | Grad Std: 0.000806982512586
Param: subnet0.fuse0.1.bias                               | Grad Mean: -0.000000000027015 | Grad Std: 0.000000000135771
Param: subnet0.fuse0.2.weight                             | Grad Mean: -0.000012151514966 | Grad Std: 0.000716155627742
Param: subnet0.fuse0.2.bias                               | Grad Mean: -0.000060935199144 | Grad Std: 0.000596870901063
Param: subnet0.m0.0.norm.weight                           | Grad Mean: -0.000045464737923 | Grad Std: 0.000648039276712
Param: subnet0.m0.0.norm.bias                             | Grad Mean: -0.000004306565643 | Grad Std: 0.000063857347413
Param: subnet0.m0.0.mamba.A_log                           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m0.0.mamba.D                               | Grad Mean: -0.000001832340558 | Grad Std: 0.000016804400730
Param: subnet0.m0.0.mamba.in_proj.weight                  | Grad Mean: -0.000000992556920 | Grad Std: 0.000021836340238
Param: subnet0.m0.0.mamba.conv1d.weight                   | Grad Mean: -0.000006414648396 | Grad Std: 0.000062939900090
Param: subnet0.m0.0.mamba.conv1d.bias                     | Grad Mean: -0.000001748963541 | Grad Std: 0.000035516575736
Param: subnet0.m0.0.mamba.x_proj.weight                   | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m0.0.mamba.dt_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m0.0.mamba.dt_proj.bias                    | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m0.0.mamba.out_proj.weight                 | Grad Mean: 0.000000074161676 | Grad Std: 0.000021922147425
Param: subnet0.m0.0.proj.0.weight                         | Grad Mean: 0.000000046414698 | Grad Std: 0.000080158220953
Param: subnet0.m0.0.proj.0.bias                           | Grad Mean: -0.000000002388333 | Grad Std: 0.000000012688567
Param: subnet0.m0.0.proj.1.weight                         | Grad Mean: -0.000004137689302 | Grad Std: 0.000058993482526
Param: subnet0.m0.0.proj.1.bias                           | Grad Mean: -0.000003416725349 | Grad Std: 0.000040516548324
Param: subnet0.down_c0.0.weight                           | Grad Mean: 0.000011526740309 | Grad Std: 0.000503309187479
Param: subnet0.down_c0.0.bias                             | Grad Mean: 0.000000005032192 | Grad Std: 0.000000031447044
Param: subnet0.up_c2.1.weight                             | Grad Mean: -0.000001320937827 | Grad Std: 0.000236685591517
Param: subnet0.up_c2.1.bias                               | Grad Mean: 0.000000005032192 | Grad Std: 0.000000031447044
Param: subnet0.fuse1.0.weight                             | Grad Mean: 0.000002892119255 | Grad Std: 0.000502202892676
Param: subnet0.fuse1.0.bias                               | Grad Mean: 0.000000000009052 | Grad Std: 0.000000000189547
Param: subnet0.fuse1.1.weight                             | Grad Mean: -0.000023442451493 | Grad Std: 0.000454838678706
Param: subnet0.fuse1.1.bias                               | Grad Mean: -0.000061351041950 | Grad Std: 0.000270393735263
Param: subnet0.m1.0.norm.weight                           | Grad Mean: -0.000015264027752 | Grad Std: 0.000389485328924
Param: subnet0.m1.0.norm.bias                             | Grad Mean: -0.000000505380854 | Grad Std: 0.000019844350390
Param: subnet0.m1.0.mamba.A_log                           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m1.0.mamba.D                               | Grad Mean: 0.000004343393357 | Grad Std: 0.000046018521971
Param: subnet0.m1.0.mamba.in_proj.weight                  | Grad Mean: 0.000000174476043 | Grad Std: 0.000033058920963
Param: subnet0.m1.0.mamba.conv1d.weight                   | Grad Mean: 0.000005494225661 | Grad Std: 0.000181698051165
Param: subnet0.m1.0.mamba.conv1d.bias                     | Grad Mean: 0.000012850966414 | Grad Std: 0.000130165193696
Param: subnet0.m1.0.mamba.x_proj.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m1.0.mamba.dt_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m1.0.mamba.dt_proj.bias                    | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m1.0.mamba.out_proj.weight                 | Grad Mean: -0.000000086975326 | Grad Std: 0.000025830924642
Param: subnet0.m1.0.proj.0.weight                         | Grad Mean: 0.000000635818594 | Grad Std: 0.000087788655946
Param: subnet0.m1.0.proj.0.bias                           | Grad Mean: -0.000000000204182 | Grad Std: 0.000000003513580
Param: subnet0.m1.0.proj.1.weight                         | Grad Mean: 0.000014509879293 | Grad Std: 0.000080982987129
Param: subnet0.m1.0.proj.1.bias                           | Grad Mean: 0.000001484427003 | Grad Std: 0.000027370615499
Param: subnet0.down_c1.0.weight                           | Grad Mean: -0.000000596687016 | Grad Std: 0.000100002536783
Param: subnet0.down_c1.0.bias                             | Grad Mean: -0.000000000243373 | Grad Std: 0.000000008369075
Param: subnet0.fuse2.0.weight                             | Grad Mean: -0.000000326399004 | Grad Std: 0.000207694029086
Param: subnet0.fuse2.0.bias                               | Grad Mean: 0.000000000002629 | Grad Std: 0.000000000064433
Param: subnet0.fuse2.1.weight                             | Grad Mean: -0.000015652713046 | Grad Std: 0.000173500156961
Param: subnet0.fuse2.1.bias                               | Grad Mean: 0.000006069562005 | Grad Std: 0.000126488899696
Param: subnet0.m2.0.norm.weight                           | Grad Mean: 0.000030675091693 | Grad Std: 0.000150930631207
Param: subnet0.m2.0.norm.bias                             | Grad Mean: 0.000000342930434 | Grad Std: 0.000006197071798
Param: subnet0.m2.0.mamba.A_log                           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m2.0.mamba.D                               | Grad Mean: 0.000000229502604 | Grad Std: 0.000005344546935
Param: subnet0.m2.0.mamba.in_proj.weight                  | Grad Mean: -0.000000097519596 | Grad Std: 0.000008736244126
Param: subnet0.m2.0.mamba.conv1d.weight                   | Grad Mean: -0.000001358014401 | Grad Std: 0.000019359307771
Param: subnet0.m2.0.mamba.conv1d.bias                     | Grad Mean: -0.000001152892423 | Grad Std: 0.000026302788683
Param: subnet0.m2.0.mamba.x_proj.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m2.0.mamba.dt_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m2.0.mamba.dt_proj.bias                    | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet0.m2.0.mamba.out_proj.weight                 | Grad Mean: 0.000000004470993 | Grad Std: 0.000002413843731
Param: subnet0.m2.0.proj.0.weight                         | Grad Mean: -0.000000014142564 | Grad Std: 0.000018104561605
Param: subnet0.m2.0.proj.0.bias                           | Grad Mean: 0.000000000101636 | Grad Std: 0.000000001183117
Param: subnet0.m2.0.proj.1.weight                         | Grad Mean: 0.000000693654215 | Grad Std: 0.000020168348783
Param: subnet0.m2.0.proj.1.bias                           | Grad Mean: 0.000000990405852 | Grad Std: 0.000007367559192
Param: subnet1.alpha0                                     | Grad Mean: -0.000019748000341 | Grad Std: 0.000522083602846
Param: subnet1.alpha1                                     | Grad Mean: -0.000106160427094 | Grad Std: 0.000592383439653
Param: subnet1.alpha2                                     | Grad Mean: 0.000004751406323 | Grad Std: 0.000056950273574
Param: subnet1.fuse0.1.weight                             | Grad Mean: 0.000073782342952 | Grad Std: 0.000549194635823
Param: subnet1.fuse0.1.bias                               | Grad Mean: 0.000000000019270 | Grad Std: 0.000000000148274
Param: subnet1.fuse0.2.weight                             | Grad Mean: 0.000030821316614 | Grad Std: 0.000696504896041
Param: subnet1.fuse0.2.bias                               | Grad Mean: -0.000204996293178 | Grad Std: 0.000512869795784
Param: subnet1.m0.0.norm.weight                           | Grad Mean: -0.000118936834042 | Grad Std: 0.000625452434178
Param: subnet1.m0.0.norm.bias                             | Grad Mean: -0.000000004999038 | Grad Std: 0.000039636139263
Param: subnet1.m0.0.mamba.A_log                           | Grad Mean: 0.000000000000003 | Grad Std: 0.000000000000153
Param: subnet1.m0.0.mamba.D                               | Grad Mean: 0.000003518872745 | Grad Std: 0.000039816546632
Param: subnet1.m0.0.mamba.in_proj.weight                  | Grad Mean: -0.000000521079471 | Grad Std: 0.000064288156864
Param: subnet1.m0.0.mamba.conv1d.weight                   | Grad Mean: -0.000009755895007 | Grad Std: 0.000119460964925
Param: subnet1.m0.0.mamba.conv1d.bias                     | Grad Mean: 0.000015832001736 | Grad Std: 0.000166041354532
Param: subnet1.m0.0.mamba.x_proj.weight                   | Grad Mean: 0.000000000098962 | Grad Std: 0.000000005090165
Param: subnet1.m0.0.mamba.dt_proj.weight                  | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m0.0.mamba.dt_proj.bias                    | Grad Mean: -0.000000000001525 | Grad Std: 0.000000000017166
Param: subnet1.m0.0.mamba.out_proj.weight                 | Grad Mean: -0.000000287438496 | Grad Std: 0.000014843870304
Param: subnet1.m0.0.proj.0.weight                         | Grad Mean: -0.000001061386456 | Grad Std: 0.000081866994151
Param: subnet1.m0.0.proj.0.bias                           | Grad Mean: 0.000000002107299 | Grad Std: 0.000000006238665
Param: subnet1.m0.0.proj.1.weight                         | Grad Mean: 0.000015162362615 | Grad Std: 0.000053855415899
Param: subnet1.m0.0.proj.1.bias                           | Grad Mean: 0.000000370173211 | Grad Std: 0.000022163256290
Param: subnet1.down_c0.0.weight                           | Grad Mean: 0.000000491539140 | Grad Std: 0.000332690717187
Param: subnet1.down_c0.0.bias                             | Grad Mean: -0.000000000660577 | Grad Std: 0.000000021951532
Param: subnet1.up_c2.1.weight                             | Grad Mean: -0.000000658160275 | Grad Std: 0.000300299812807
Param: subnet1.up_c2.1.bias                               | Grad Mean: -0.000000000660577 | Grad Std: 0.000000021951532
Param: subnet1.fuse1.0.weight                             | Grad Mean: 0.000000333224762 | Grad Std: 0.000608412025031
Param: subnet1.fuse1.0.bias                               | Grad Mean: 0.000000000007645 | Grad Std: 0.000000000131657
Param: subnet1.fuse1.1.weight                             | Grad Mean: 0.000005949274055 | Grad Std: 0.000877025478985
Param: subnet1.fuse1.1.bias                               | Grad Mean: -0.000096575095085 | Grad Std: 0.000553143152501
Param: subnet1.m1.0.norm.weight                           | Grad Mean: -0.000020634612156 | Grad Std: 0.000745768891647
Param: subnet1.m1.0.norm.bias                             | Grad Mean: 0.000000374777926 | Grad Std: 0.000028633048714
Param: subnet1.m1.0.mamba.A_log                           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m1.0.mamba.D                               | Grad Mean: 0.000005748781859 | Grad Std: 0.000045295313612
Param: subnet1.m1.0.mamba.in_proj.weight                  | Grad Mean: 0.000001589289013 | Grad Std: 0.000028828544600
Param: subnet1.m1.0.mamba.conv1d.weight                   | Grad Mean: 0.000025895782528 | Grad Std: 0.000230622943491
Param: subnet1.m1.0.mamba.conv1d.bias                     | Grad Mean: 0.000005281021913 | Grad Std: 0.000154853420099
Param: subnet1.m1.0.mamba.x_proj.weight                   | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m1.0.mamba.dt_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m1.0.mamba.dt_proj.bias                    | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m1.0.mamba.out_proj.weight                 | Grad Mean: -0.000000968002837 | Grad Std: 0.000054521344282
Param: subnet1.m1.0.proj.0.weight                         | Grad Mean: -0.000002224624495 | Grad Std: 0.000143548750202
Param: subnet1.m1.0.proj.0.bias                           | Grad Mean: 0.000000001429271 | Grad Std: 0.000000005932042
Param: subnet1.m1.0.proj.1.weight                         | Grad Mean: 0.000022191496100 | Grad Std: 0.000146445556311
Param: subnet1.m1.0.proj.1.bias                           | Grad Mean: 0.000003110938906 | Grad Std: 0.000036804769479
Param: subnet1.down_c1.0.weight                           | Grad Mean: 0.000001674934992 | Grad Std: 0.000064609528636
Param: subnet1.down_c1.0.bias                             | Grad Mean: -0.000000000259527 | Grad Std: 0.000000005592622
Param: subnet1.fuse2.0.weight                             | Grad Mean: 0.000000172242295 | Grad Std: 0.000121136523376
Param: subnet1.fuse2.0.bias                               | Grad Mean: -0.000000000005159 | Grad Std: 0.000000000081059
Param: subnet1.fuse2.1.weight                             | Grad Mean: 0.000003147532425 | Grad Std: 0.000091215813882
Param: subnet1.fuse2.1.bias                               | Grad Mean: -0.000010353798643 | Grad Std: 0.000045764580136
Param: subnet1.m2.0.norm.weight                           | Grad Mean: -0.000006049503099 | Grad Std: 0.000070321715611
Param: subnet1.m2.0.norm.bias                             | Grad Mean: -0.000000179459448 | Grad Std: 0.000001778424917
Param: subnet1.m2.0.mamba.A_log                           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.mamba.D                               | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.mamba.in_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.mamba.conv1d.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.mamba.conv1d.bias                     | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
